,index,alcoholName,sweetness,sourness,freshness,body,degree,sparkling,alcoholType,keywords,volume,price,manufacturer,ingredients,brewery,description,representative,address,contact,website,foodPairing,imageURL,detailPageUrl,docId
137,137,마주 소곡화주,,,,4,41,0.0,증류주,향기    바디감 목넘김    증류주 쌀 찹쌀 밀  선물,500ml,25000,옥순가소곡주마주,"찹쌀(국내산), 백미(국내산), 모싯잎, 우리밀 누룩, 정제수, 홍고추",,'마주 소곡화주'는 국내산 찹쌀과 누룩을 주원료로 빚은 소곡주를 동(銅) 증류기를 이용하여 상압식으로 정성스럽게 증류하여 숙성시킨 증류주다. 높은 도수에 비하여 부드럽고 깔끔한 목 넘김이 일품이며 은은한 누룩향이 매력 있다. 직접 재배한 찹쌀과 모싯잎 등 재료와 우리밀 누룩을 사용하여 빚어낸 술이다.,,,,,"서천에서 만들어지는 술인 만큼 서천의 명물인 아귀찜 등이 잘 어울리며, 얼음이나 차가운 탄산수를 넣어 즐기는 것도 추천해 본다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040718-%EB%A7%88%EC%A3%BC%20%EC%86%8C%ED%99%94%EA%B3%A1%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=6040718&cid=58637&categoryId=58654,6040718
138,138,막시모40,,,,3,40,0.0,증류주,향기    바디감 목넘김    증류주 오미자  베리류,500ml,49000,농업회사법인(주)착한농부,"오미자(국내산)증류원액, 오미자(국내산)원액, 정제수",,"'막시모40'은 경북 예천의 친환경 오미자를 원료로 국세청으로부터 이전 받은 특허공법과 농업회사법인(주)착한농부의 주류 생산 역량이 결합하여 탄생한 프리미엄 오미자 증류주이다. 맑고 투명한 주황 빛깔에 오미자 특유의 오묘하고 상큼한 향, 그리고 오미자의 다섯 가지 맛을 느낄 수 있는 제품이다. 다수의 주류품평회에서 수상하여 맛과 품질을 인정 받았다.",,,,,양념 불고기와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804485-%EB%A7%89%EC%8B%9C%EB%AA%A840_main.jpg,https://terms.naver.com/entry.naver?docId=5804485&cid=58637&categoryId=58657,5804485
139,139,만강에 비친 달,2.0,3.0,3.0,3,10,0.0,탁주,신맛 청량감 바디감  담백   탁주 쌀  선물,500ml,12000,예술,"쌀(국내산), 정제수, 단호박(국내산), 밀누룩",,"'만강에 비친 달'은 이름 그대로 만개의 강에 달이 비친다는 의미를 가지고 있다. 만강은 사랑과 자비가 온 누리의 모든 사람들에게 펼쳐진다는 개념을 형상화 한 것인데, 우리의 전통주도 이렇게 많은 이들이 누릴 수 있기를 바라는 의미를 내포하고 있다.",,,,,찌개류와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551533-%EB%A7%8C%EA%B0%95%EC%97%90%20%EB%B9%84%EC%B9%9C%20%EB%8B%AC_main.jpg,https://terms.naver.com/entry.naver?docId=3551533&cid=58637&categoryId=58652,3551533
140,140,맑은내일 Winery 단감명작,3.0,2.0,3.0,2,7,0.0,과실주,단맛  청량감    탄닌감  과실주  과일류,750ml,20000,농업회사법인우포의아침주식회사,"단감(국내산_창녕), 정제수, 설탕, 효소제, 무수구연산, 효모, 무수아황산(산아방지제), 소브산(보존료)",,"창녕 단감만의 달달한 한 모금, 맑은내일 Winery 단감명작은 봄, 여름을 지나 늦가을까지 충분히 잘 익은 단감을 한 병에 담았다. 과육에서 얻을 수 있는 자연 그대로의 맛과 영양성분을 최대한 추출하는 특허증(제 10-0930943호)을 취득했다. 이 제조 공법이 담긴 와인은 오직 맑은내일(우포의아침)의 전통주로만 만날 수 있다.",,,,,"샐러드류와 해산물과도 잘 어울리며, 케이크와 마카롱과 같은 디저트와 함께 하는 것도 좋다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6598722-%EB%A7%91%EC%9D%80%EB%82%B4%EC%9D%BC%20Winery%20%EB%8B%A8%EA%B0%90%EB%AA%85%EC%9E%91_main.png,https://terms.naver.com/entry.naver?docId=6598722&cid=58637&categoryId=58658,6598722
141,141,맑은내일 발효막걸리,3.0,3.0,3.0,4,7,0.0,탁주,단맛 신맛 청량감 바디감     탁주 쌀  탄산,750ml,"2,200",농업회사법인우포의아침(주),"쌀(국내산), 누룩, 효소, 아스파탐, 정제수",,맑은내일 발효막걸리는 국내산 쌀 100%를 발효시켜서 정성껏 빚은 프리미엄 막걸리다. 1945년 창원 사화정미소로부터 이어온 노하우로 만든 창원을 대표하는 전통주 명가에서 선보이는 모던한 디자인의 술이다. 전통누룩의 함량이 높아 더욱 부드럽고 깊은 향이 나고 유산균이 빚어내는 오묘한 산미와 단맛을 지녔다.,,,,,"함박 스테이크, 파스타와도 충분히 함께 즐길 수 있다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040740-%EB%A7%91%EC%9D%80%EB%82%B4%EC%9D%BC%20%EB%B0%9C%ED%9A%A8%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=6040740&cid=58637&categoryId=58658,6040740
142,142,맑은내일 우포,3.0,2.0,2.0,2,12,0.0,약주/청주,단맛     담백   약주/청주 쌀  홈술,325ml,"5,000",농업회사법인우포의아침(주),"쌀(국내산), 옥수수전분, 효모, 누룩, 양파, 정제수",,"맑은내일 우포는 쌀과 밀누룩을 사용해 만든 약주에 창녕의 특산물 양파를 넣어 완성한 맑고 깔끔한 맛이 매력적인 약주이다. 양파를 원료로 완성해 말간 색을 띠고 있다. 2008년 환경올림픽이라 불리는 람사르총회 공식 건배주로 선정되었다. 제조사 우포의 아침은 술을 비롯해 발효 식초, 건강 음료, 양조발효 장아찌 등 발효식품 전문기업으로 고유의 발효기술을 기반으로 바이오기업으로 도약하고자 하는 미래형 양조장이다.",,,,,"집안에서 홈술로 즐기기 좋은 술이며, 김치찌개, 된장찌개 등 일상의 음식과 즐기기 좋다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040737-%EB%A7%91%EC%9D%80%EB%82%B4%EC%9D%BC%20%EC%9A%B0%ED%8F%AC_main.jpg,https://terms.naver.com/entry.naver?docId=6040737&cid=58637&categoryId=58658,6040737
143,143,맑은 문희주,3.0,1.0,1.0,4,13,0.0,약주/청주,단맛   바디감     약주/청주 쌀 찹쌀  파티,750ml,36000,문경주조,"유기농찹쌀 (국산), 멥쌀 (국산), 전통누룩 (우리 밀), 정제수",,맑은술 문희주는 묵직하고 짙은 맛의 탁주를 자연침전과 오랜 숙성의 기다림으로 맑게 걸러낸 부드럽고 깊은 맛의 술이다. 13%의 도수로 목 넘김이 부드럽고 깔끔한 맛이 일품.,,,,,봄에 나는 나물 무침과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551578-%EB%A7%91%EC%9D%80%20%EB%AC%B8%ED%9D%AC%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=3551578&cid=58637&categoryId=58657,3551578
144,144,맑은술 해밀,3.0,2.0,2.0,2,15,0.0,약주/청주,단맛        약주/청주 쌀,500ml,25000,내변산양조장,"쌀, 누룩, 정제수",,"'맑은술 해밀'은 40 여년간 약주와 탁주, 한국와인 등 지역 농임산물을 활용하여 다양한 술을 빚어온 내변산양조장에서 2018년 새롭게 선보인 프리미엄 약주이다. 전라북도 부안의 1급수와 국내산 쌀로 빚은 막걸리를 맑게 짜낸 후 100일간 발효하고 이후 오크통에서 다시 한번 100일간 숙성한 제품이다. 오크통 숙성으로 은은한 스모크향이 일품이며 목넘김이 부드러워 색다른 약주의 맛을 경험할 수 있다.",,,,,약주 주종이 보통 단맛이 도는데 함께하는 음식은 생선요리 등과 같이 담백한 맛에 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804438-%EB%A7%91%EC%9D%80%EC%88%A0%20%ED%95%B4%EB%B0%80_main.jpg,https://terms.naver.com/entry.naver?docId=5804438&cid=58637&categoryId=58655,5804438
145,145,매실 막걸리,3.0,2.0,1.0,5,7,0.0,탁주,단맛   바디감     탁주 쌀,750ml,3500,농업회사법인(주)백운주가,"쌀, 매실과즙",,매실 막걸리는 백운 복분자주로 유명한 백운주가에서 제조한 제품이다. 저온장기 발효방식의 매실 막걸리는 젊은 소비자의 입맛에 맞게 개발된 제품으로 부드러운 목넘김을 강조한 막걸리이다. 특히 새콤달콤한 맛의 광양에서 재배한 매실을 사용하였다. 매실은 혈압을 낮추고 스트레스 해소에 좋은 식품으로 알려져 있어 '매실 막걸리'는 웰빙 막걸리라고 말할 수 있다. 냉장 저장고에서 휴면발효공법으로 숙취와 잡냄새를 제거하였다.,,,,,더덕구이 등이 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595282-%EB%A7%A4%EC%8B%A4%20%EB%A7%89%EA%B1%B8%EB%A6%AC750ml_main.JPG,https://terms.naver.com/entry.naver?docId=3595282&cid=58637&categoryId=58656,3595282
146,146,매실원주15,3.0,,,3,15,0.0,기타주류,단맛   바디감     기타주류 꿀,300ml,6000,더한주류,"매실주원액,발효주정,정제수,꿀",,,,,,,,,,legacy_146
147,147,매실향기 담은 술,3.0,3.0,3.0,3,14,0.0,약주/청주,단맛 신맛 청량감 바디감  담백   약주/청주 쌀,500ml,6000,농업회사법인명세주가(주),"국내산 쌀, 효모, 조효소재, 물엿, 아스파탐, 정제수",,"'매실향기 담은 술'은 충북 청주시에 위치한 양조장 명세주가에서 국내산 쌀로 정성껏 빚어 발효시킨 동동주에 매실을 발효시켜 만든 효소액을 첨가하여 은은한 매실향이 매력적인 약주이다. 명세주가는 경영주가 청원생명쌀의 고장인 청원군 가덕면 한계리에서 농약을 사용하지 않고 우렁이 농법으로 친환경 재배한 지역 쌀을 원료로 막걸리, 약주, 증류주 등 다양한 제품을 생산하고 있다. 좋은 술을 만들기 위해서는 원재료비가 비싸더라도 좋은 재료를 사용해야 한다는 경영철학으로 맛과 품질에서 당당히 소비자에게 내놓을 수 있는 술을 빚고 있다.",,,,,"소고기 전골 등, 육류와 잘 어울린다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804459-%EB%A7%A4%EC%8B%A4%ED%96%A5%EA%B8%B0%20%EB%8B%B4%EC%9D%80%20%EC%88%A0_main.jpg,https://terms.naver.com/entry.naver?docId=5804459&cid=58637&categoryId=58653,5804459
148,148,머루 이야기,3.0,1.0,1.0,4,12,0.0,과실주,단맛   바디감     과실주 머루  소용량,375ml,6000,농업회사법인산들벗(주),국내산 산머루,,청정 무주에서 재배되는 산머루를 발효하여 만든 고급 과실주이다. 새로운 와인제조기술을 도입하여 머루만의 장점을 최대한 살려 빚은 과실주로 유려하고 세련된 패키지 디자인으로 젊은층에게 호응을 얻고 있는 제품이다. 2013년 대한민국 우리술품평회 과실주 부문 우수상을 수상하며 그 품질을 인정 받았다.,,,,,잘 익힌 수육과 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595284-%EB%A8%B8%EB%A3%A8%20%EC%9D%B4%EC%95%BC%EA%B8%B0375ml_main.jpg,https://terms.naver.com/entry.naver?docId=3595284&cid=58637&categoryId=58655,3595284
149,149,머르드 서 드라이,2.0,4.0,3.0,4,13.5,0.0,과실주,신맛 청량감 바디감     과실주 머루,750ml,35000,산머루농원영농조합법인,국내산 산머루 100%,,"'머르 드 서 드라이'는 100% 국내산 산머루로 만들어 오크통에서 10년을 숙성한 프리미엄 머루 와인이다. 돌산을 쪼개에 직접 가꾼 지하 속성 터널에서 오랜 시간 숙성시킨 머르 드 서 드라이와인은 중후한 바디감과 부드러운 타닌맛, 풍부한 과즙맛이 조화롭다. 머르 드 서(meoru de seo)는 '머루'와 산머루농원을 일군 서씨 부자의 성을 따서 만든 이름이다. 한글로는 '머루 드세오'로도 읽힌다.",,,,,"음식으로는 고기류가 잘 어울리며, 진한 맛으로 양꼬치, 항정살, 스테이크와도 잘 어울리는 맛이다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040703-%EB%A8%B8%EB%A5%B4%EB%93%9C%20%EC%84%9C%20%EB%93%9C%EB%9D%BC%EC%9D%B4_main.jpg,https://terms.naver.com/entry.naver?docId=6040703&cid=58637&categoryId=58651,6040703
150,150,머르드 서 스위트,4.0,3.0,3.0,4,12,0.0,과실주,단맛 신맛 청량감 바디감     과실주 머루,750ml,30000,산머루농원영농조합법인,국내산 산머루 100%,,"'머르 드 서 스위트'는 100% 국내산 산머루로 만들어 오크통에서 5년을 숙성한 프리미엄 머루 와인이다. 돌산을 쪼개에 직접 가꾼 지하 속성 터널에서 오랜 시간 숙성시킨 머르 드 서 드라이와인은 중후한 바디감과 부드러운 타닌맛, 풍부한 과즙맛이 조화롭다. 머르 드 서(meoru de seo)는 '머루'와 산머루농원을 일군 서씨 부자의 성을 따서 만든 이름이다. 한글로는 '머루 드세오'로도 읽힌다.",,,,,"다양한 맛의 조합이 특징인 만큼 음식으로는 불고기, 양념갈비, 떡갈비 등 양념이 들어간 고기류와 잘 어울린다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040722-%EB%A8%B8%EB%A5%B4%EB%93%9C%20%EC%84%9C%20%EC%8A%A4%EC%9C%84%ED%8A%B8_main.jpg,https://terms.naver.com/entry.naver?docId=6040722&cid=58637&categoryId=58651,6040722
151,151,메로니아,4.0,1.0,5.0,4,4,0.0,기타주류,단맛  청량감 바디감     기타주류 쌀  과일류,750ml,2000,배혜정도가,"쌀, 국, 효모, 젖산, 멜론 향, 물엿 등",,"메로니아는 막걸리에 멜론특유의 달콤함을 담아 멜론 맛 아이스크림이 그대로 녹아 들어 있는 듯한 탁주이다. 일반적인 과일 막걸리는 살균을 통해 유통기한을 늘리지만, 메로니아는 독특하게 살균을 하지 않은 생 탁주로 생 막걸리 특유의 부드러움과 멜론의 향과 맛이 달콤하게 느껴져 평소 술을 좋아하지 않는 사람도 거리낌없이 즐길 수 있는 술이다.",,,,,식사를 다 한 후에 디저트 술로 좋다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551494-%EB%A9%94%EB%A1%9C%EB%8B%88%EC%95%84_main.jpg,https://terms.naver.com/entry.naver?docId=3551494&cid=58637&categoryId=58651,3551494
152,152,메밀로,,,,4,45,0.0,증류주,향기    바디감 목넘김    증류주 쌀 밀  선물,500ml,150000,농업회사법인두루(주),"국내산쌀, 메밀, 누룩, 정제수",,"'메밀로'는 강원도 홍천쌀과 메밀, 누룩만으로 빚어 증류한 알코올도수 45도의 증류주이다. 높은 알코올 도수답게 입안에서 강하고 묵직함이 오래 남는다. 구수한 메밀향이 조화되어 전체적인 밸런스가 매우 좋은 술이다. 프랑스 와인이 자랑하는 떼루아는 천(天), 지(地), 인(人) 즉 좋은 자연환경을 말한다. 강원도 홍천 삼선대의 좋은 기운과 울창한 숲으로 둘러싸인 천혜의 자연환경, 그리고 두루양조장에서 고문헌의 제조 기법이 합쳐져 빚어진 술이 '메밀로'이다.",,,,,시원한 복지리탕이 생각난다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804497-%EB%A9%94%EB%B0%80%EB%A1%9C_main.jpg,https://terms.naver.com/entry.naver?docId=5804497&cid=58637&categoryId=58652,5804497
153,153,면천두견주,3.0,1.0,1.0,3,18,0.0,약주/청주,단맛   바디감     약주/청주 쌀 찹쌀 꽃  선물,360ml,"30,000",(주)면천두견주,"국내산찹쌀,누룩,진달래꽃",,,,,,,,,,legacy_153
154,154,명가원복분자술,3.0,1.0,,3,16,0.0,과실주,단맛   바디감     과실주 복분자,750ml,20000,명가원영농조합법인,"복분자,주정,정제수,구연산,호박산,정제식염,액상과당,효모,설탕",,,,,,,,,,legacy_154
155,155,명술,2.0,,,3,20,0.0,기타주류,바디감     기타주류 삼,375ml,30000,대농바이오우리산삼,"산양산삼,정제주,주정",,,,,,,,,,legacy_155
156,156,명인안동소주22,1.0,,,2,22,0.0,증류주,증류주 쌀,360ml,4500,명인안동소주,"쌀,누룩,정제수",,,,,,,,,,legacy_156
157,157,명인 안동소주 양반탈,1.0,,,3,45,0.0,증류주,바디감     증류주 쌀  선물,800ml,35000,명인안동소주,"쌀(국내산), 누룩, 정제수",,700여년전 중국 원나라의 병참기지가 안동에 세워지면서 현재 한국 전통 증류식소주의 대명사 안동소주의 제조기법이 전해졌다. 이후 500여년 전 조선시대 안동의 명문가인 은곡 박진 선생의 반남 박씨 가문에서 가양주로 빚어오던 안동소주의 제조비법을 25대손인 박재서 명인이 계승발전 시켜 현재에 이르고 있다. 높은 알코올 도수에 비해 부드러운 맛을 자랑하고 있는 명인 안동소주는 역사와 전통성을 계승한 오리지널 안동소주로 자리매김하고 있다.,,,,,간고등어 구이와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595265-%EC%95%88%EB%8F%99%EC%86%8C%EC%A3%BC%20%EC%96%91%EB%B0%98%ED%83%88800ml_main.JPG,https://terms.naver.com/entry.naver?docId=3595265&cid=58637&categoryId=58657,3595265
